link,gambar,nama_produk,harga,diskon,rating,kota,deskripsi
https://shopee.co.id/SAOS-CABE-(135ml)-i.59512114.988097433,https://down-id.img.susercontent.com/file/b7f3371b28b094827712a25b8bfcf1fd_tn.webp,SAOS CABE (135ml),7.500,,4.9,KOTA JAKARTA UTARA,Saus Cabe Dua Belibis terbuat dari bahan berkualitas dan premium. Perpaduan rasa cabai dan bawang dengan konsentrasi yang tinggi menjadikan saus sambal Dua Belibis terasa lebih istimewa. Ukuran: 135 ml. Produk ini termasuk kategori bumbu masakan dan saus pedas.
https://shopee.co.id/Sido-Muncul-Minuman-Este-Emje-Susu-5's-Menghangatkan-Tubuh-i.139447146.2103865279,https://down-id.img.susercontent.com/file/id-11134201-7r98s-lqiqmjfghrzi38_tn.webp,Sido Muncul Minuman Este Emje Susu 5's - Menghangatkan Tubuh,19.200,,4.9,KAB. SIDOARJO,"Sido Muncul Minuman Este Emje Susu 5's - Menghangatkan Tubuh. Sido Muncul Minuman Este Emje merupakan minuman kesehatan yang terbuat dari perpaduan Telur, Madu, dan Jahe bakar, memberikan aroma khas dan rasa nikmat dengan kombinasi susu. Komposisi: Susu, Telur, Madu, Ginseng, Jahe. Manfaat: Menjaga kesehatan dan kehangatan tubuh. Termasuk dalam kategori minuman instan dan minuman penghangat badan."
https://shopee.co.id/Villadorp-Sosis-Ayam-Cocktail-Premium-225-gr-i.259753731.21648070507,https://down-id.img.susercontent.com/file/d1c8d65b156c267501a526c81d656938_tn.webp,Villadorp Sosis Ayam Cocktail Premium - 225 gr,31.000,-27%,4.8,KOTA JAKARTA TIMUR,"Villadorp Sosis Ayam Cocktail Premium - 225 gr terbuat dari daging ayam olahan pilihan yang diolah secara higienis sesuai standar Internasional. Expiration Date: 6 bulan. Produk ini ready, silakan dipesan. Untuk produk ini, disarankan menggunakan opsi pengiriman Sameday. Produk tahan suhu ruang hingga 3 hari, namun disarankan menggunakan jasa kirim dengan estimasi sampai tercepat dan segera masukkan ke dalam freezer setelah diterima. Deskripsi: Jenis: Cocktail, Berat: 225 gr, Isi: 11 Pcs, Panjang rata-rata: 6 cm. Cocok untuk digoreng, dipanggang, direbus, dan ditumis. Rasa gurih dengan aroma rempah-rempah pilihan, diracik khusus untuk memanjakan selera pelanggan. Nikmati sosis ayam premium ini! Termasuk dalam kategori daging olahan dan sosis."
https://shopee.co.id/Pronas-Sosis-Bakar-Kombinasi-480-Gr-i.262869574.22743939537,https://down-id.img.susercontent.com/file/id-11134207-7qul2-lhe6pg4blgx76b_tn.webp,Pronas Sosis Bakar Kombinasi 480 Gr,31.200,-25%,4.9,KOTA BEKASI,"PRONAS Sosis Bakar Kombinasi 480 gr adalah daging olahan berupa sosis bakar yang terbuat dari daging dan bahan berkualitas. Teksturnya kenyal, rasanya enak, dan sosis akan mengembang saat dibakar. Dengan varian yang lengkap, produk ini sangat cocok untuk wirausaha. Nikmati sosis lezat untuk acara bakar-bakaran Anda! Termasuk dalam kategori daging olahan dan sosis."
https://shopee.co.id/Wookey-Weight-Susu-Penambah-Berat-Badan-Rasa-Coklat-Chocolate-1-Paket-i.920892887.27405222145,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lxnfiq4w4hhp0e_tn.webp,Wookey Weight - Susu Penambah Berat Badan Rasa Coklat Chocolate 1 Paket,95.000,-32%,4.8,KAB. BATANG,"Wookey Weight adalah susu penggemuk badan rasa cokelat dengan berat bersih 220gr yang terbuat dari susu herbal, bersertifikasi BPOM dan Halal MUI. Produk ini diklaim dapat membantu meningkatkan nafsu makan, menambah berat badan ideal, serta meningkatkan semangat dan kebugaran untuk aktivitas sehari-hari, dengan efek samping positif berupa bertambahnya nafsu makan dan berat badan, serta badan yang lebih fit. Paket nutrisi ini ditawarkan untuk membantu menaikkan berat badan 3-5kg dalam 2 minggu dengan pemakaian rutin."
https://shopee.co.id/Nabati-Cocopan-100g-(PAKET-ISI-5)-i.64601228.29768646133,https://down-id.img.susercontent.com/file/id-11134207-7rash-m30e3yedi8io05_tn.webp,Nabati Cocopan 100g (PAKET ISI 5),49.875,-8%,5.0,KOTA JAKARTA TIMUR,"Nabati Wafer Cocopan adalah makanan ringan berupa wafer renyah dengan krim Cocopan Nabati yang berlimpah, dibuat dari bahan berkualitas tinggi untuk menambah keseruan harimu. Camilan praktis ini cocok dinikmati kapan dan di mana saja, baik saat santai sendiri maupun bersama teman. Sebagai produk asli Indonesia yang telah terverifikasi Halal dan BPOM RI, Nabati Wafer Cocopan selalu siap menjadi sajian istimewa Anda."
https://shopee.co.id/Pronas-Abon-Daging-Sapi-Bawang-100-g-dengan-kemasan-Ziplock-i.262869574.24655034121,https://down-id.img.susercontent.com/file/id-11134207-7r98p-lpq083pwt1sf6b_tn.webp,Pronas Abon Daging Sapi Bawang 100 g dengan kemasan Ziplock,35.700,-24%,4.9,KOTA BEKASI,"Pronas Abon Daging Sapi Bawang 100 g dengan kemasan Ziplock adalah lauk kering berupa abon sapi yang terbuat dari daging sapi dan bumbu berkualitas, dengan pengolahan yang higienis menghasilkan cita rasa gurih dan nikmat. Praktis dan higienis, cocok untuk segala jenis hidangan. Kemasan ziplock memudahkan untuk ditutup kembali setelah dibuka. Komposisi: Daging sapi, kacang koro, gula, bawang goreng, garam bawang merah, rempah-rempah. Nikmati abon lezat ini sebagai pelengkap makanan Anda! Termasuk dalam kategori lauk siap saji."
https://shopee.co.id/Kurma-Ajwa-Date-Crown-200g-Antioksidan-Tinggi-i.196908069.24862372467,https://down-id.img.susercontent.com/file/id-11134207-7r98u-lrcwjf1tivh5ab_tn.webp,Kurma Ajwa Date Crown 200g Antioksidan Tinggi,66.770,-14%,4.9,KOTA JAKARTA TIMUR,"Kurma Ajwa, atau yang lebih dikenal sebagai kurma Nabi, adalah jenis kurma premium yang pertama kali ditanam oleh Rasulullah SAW. Dikemas secara higienis sehingga aman dikonsumsi dan sebaiknya disimpan di tempat kering dan sejuk. Kurma ajwa memiliki bentuk yang padat dan agak keras, namun rasanya lezat, harum, dan empuk saat dimakan. Penelitian menunjukkan kurma ajwa memiliki fungsi sebagai tissue protective effect karena kandungan antioksidan yang tinggi, serta kandungan seleniumnya yang rendah berpotensi antimutagenik. Jadikan buah kurma yang lezat dan bergizi ini sebagai camilan sehat dengan mengonsumsi minimal 3 butir setiap hari. Rasulullah SAW juga menganjurkan makan kurma dalam jumlah ganjil. Mengonsumsi tujuh butir kurma ajwa di pagi hari diyakini dapat menghindarkan dari racun maupun sihir sepanjang hari (HR Bukhori dan Muslim). Termasuk dalam kategori buah-buahan kering dan makanan ringan sehat."
https://shopee.co.id/Nabati-Bites-Richoco-White-240-gr-x-3Pcs-i.64601228.26377521609,https://down-id.img.susercontent.com/file/id-11134207-7rbk2-m6rrzre523asb8_tn.webp,Nabati Bites Richoco White 240 gr x 3Pcs,93.000,,5.0,KOTA JAKARTA TIMUR,"Nabati Bites Richoco White 240 gr x 3Pcs menawarkan rasa istimewa yang memadukan cokelat putih yang creamy dan renyah. Tersedia dalam kemasan praktis paket 3 pcs, sempurna untuk berbagi atau dinikmati sendiri. Dikenal dengan sertifikasi BPOM, menjamin kualitas dan keamanan produk makanan ringan ini. Nikmati biskuit lezat dengan lapisan cokelat putih yang kaya rasa! Termasuk dalam kategori biskuit & wafer dan camilan manis."
https://shopee.co.id/Madurasa-Original-Botol-150-gr-i.36998337.24127334712,https://down-id.img.susercontent.com/file/id-11134201-7ras9-m0ywaplzn58ha0_tn.webp,Madurasa Original Botol 150 gr,18.800,,5.0,KOTA SEMARANG,"Madurasa Original Botol adalah minuman madu dengan rasa original dalam kemasan botol PET yang dapat memberikan kesegaran ketika diminum dan berguna untuk kesehatan tubuh. Produk ini dapat dijadikan pengganti gula untuk dicampur ke makanan atau minuman. Madurasa adalah satu-satunya produsen madu di Indonesia yang memiliki Sertifikat Internasional ISO 9001:2015 dan 22000:2005, Sertifikat Halal MUI, dan Top Brand kategori madu sejak 2009. Detail produk: Kemasan Botol, Komposisi: Madu, Halal MUI. Indikasi: Menjaga stamina dan daya tahan tubuh, sebagai sumber energi, dapat dicampur dengan makanan dan minuman kesukaan sebagai pengganti gula yang sehat. Nikmati madu murni ini untuk kesehatan dan pemanis alami! Termasuk dalam kategori madu dan pemanis alami."
https://shopee.co.id/Etawalin-200-gr-Susu-Kambing-Etawa-untuk-Meredakan-Nyeri-Sendi-dan-Pegal-Linu-i.36998337.25283812271,https://down-id.img.susercontent.com/file/id-11134201-7rasg-m0yw9v5q7dze94_tn.webp,Etawalin 200 gr - Susu Kambing Etawa untuk Meredakan Nyeri Sendi dan Pegal Linu,115.000,-13%,5.0,KOTA BEKASI,"Etawalin adalah minuman susu yang berasal dari susu kambing etawa asli, diformulasikan dengan lima herbal alami sehingga aman dikonsumsi jangka panjang. Susu kambing etawa ini dapat dikonsumsi sebagai terapi penyembuhan masalah tulang dan sendi, seperti nyeri sendi, asam urat, dan rematik. Detail Produk: Kemasan: Dus, 200 gram, No. BPOM: TR 232052411. Manfaat Etawalin Susu Kambing antara lain: menjaga kepadatan tulang, menjaga kesehatan tulang dan sendi, meredakan nyeri sendi, membantu mengatasi asam urat, dan membantu mengatasi nyeri sendi akibat rematik. Termasuk dalam kategori minuman kesehatan dan susu terapi."
https://shopee.co.id/Sunpride-Nanas-Honi-Konvensional-1-pcs-Sayurbox-i.47882995.10887352247,https://down-id.img.susercontent.com/file/id-11134201-7r98r-lzprn6cff466b9_tn.webp,Sunpride Nanas Honi Konvensional 1 pcs Sayurbox,28.600,,5.0,KOTA JAKARTA SELATAN,Nanas Honi memiliki daging berwarna kuning keemasan dengan aroma dan rasa yang lebih manis serta sedikit asam yang segar. Teksturnya lebih juicy dan tidak menyebabkan gatal di mulut. Terdapat potensi kelebihan/kekurangan gramasi +-10% per pack. Nikmati buah nanas yang manis dan segar ini! Termasuk dalam kategori buah-buahan segar.
https://shopee.co.id/Sambal-Indofood-Ekstra-Pedas-275-ML-Tanpa-Pewarna-i.118896790.1838593714,https://down-id.img.susercontent.com/file/id-11134201-23020-37yijgfmjvnv89_tn.webp,Sambal Indofood Ekstra Pedas 275 ML Tanpa Pewarna,12.000,-22%,4.9,KOTA TANGERANG SELATAN,"Sambal Indofood Ekstra Pedas memiliki rasa pedas yang pas dan cocok digunakan untuk memperkaya rasa berbagai macam makanan sebagai cocolan, topping, ataupun bumbu masakan. Dibuat dari cabe rawit merah segar terbaik dipadu dengan bumbu dan rempah terpilih, menjadikan rasa sambal yang yumm. Tanpa pewarna buatan, umur simpan maksimal 18 bulan, dalam kemasan botol plastik sedang 275ml dengan tutup fliptop yang praktis. Cocok dihidangkan bersama ayam goreng, nasi goreng, kentang goreng, dan hidangan lainnya. Jadikan setiap momen makan makin berselera dengan saus sambal ekstra pedas ini! Termasuk dalam kategori bumbu masakan dan saus pedas."
https://shopee.co.id/Buah-Naga-Merah-550-610-Gr-i.293264190.3648616749,https://down-id.img.susercontent.com/file/id-11134201-7rbk6-m9iki0f6fmdeb3_tn.webp,Buah Naga Merah 550-610 Gr,21.930,,5.0,KOTA JAKARTA BARAT,Buah Naga adalah buah segar yang dagingnya dapat dimakan dan sering dicampurkan dalam sup buah untuk memberikan kesegaran. Nikmati buah-buahan yang menyegarkan ini!
https://shopee.co.id/Tropicana-Slim-Kecap-Asin-200ml-Bantu-Dukung-Hidup-Sehat-i.12656836.3751597823,https://down-id.img.susercontent.com/file/id-11134207-7r98p-lnwnp7l3l1ty72_tn.webp,Tropicana Slim Kecap Asin 200ml - Bantu Dukung Hidup Sehat,27.400,-17%,4.9,KOTA JAKARTA UTARA,"Tropicana Slim Kecap Asin adalah bumbu dapur berupa kecap asin rendah garam, sehingga aman bagi penderita hipertensi. Pilih Tropicana Slim Kecap Asin untuk membantu mewujudkan pola hidup sehat tanpa mengorbankan cita rasa masakan. Mengapa Tropicana Slim Kecap Asin? - 30% lebih rendah garam, sehingga aman bagi yang hipertensi. - Rasa gurih yang nikmat. - Cocok untuk diet. Produk ini termasuk kategori saus dan kecap rendah garam."
https://shopee.co.id/Sido-Muncul-Minuman-Kopi-Jahe-Robusta-dan-Arabica-10's-i.139447146.3230397791,https://down-id.img.susercontent.com/file/id-11134201-7r98q-lqiqlmwu2tv6d6_tn.webp,Sido Muncul Minuman Kopi Jahe Robusta dan Arabica 10's,24.002,,4.9,KAB. SIDOARJO,"Sido Muncul Minuman Kopi Jahe Robusta dan Arabica adalah minuman kopi instan yang dibuat dari perpaduan biji kopi Robusta dan Arabica berkualitas tinggi, gula, susu kental gurih, dan jahe bakar asli, menghasilkan kopi yang enak, wangi, dan menghangatkan. Kandungan gulanya lebih rendah, cocok bagi Anda yang menyukai minuman rendah gula. Komposisi: Gula, Krimer Nabati, Ekstrak Jahe, Eugenia, Susu Bubuk. Manfaat: Minuman santai yang dapat menghangatkan tubuh. Termasuk dalam kategori kopi instan dan minuman penghangat badan."
https://shopee.co.id/Villa-Smoked-Beef-Block-Daging-Sapi-Asap-214gr-i.259753731.14663213819,https://down-id.img.susercontent.com/file/745d360538b76121cc01dbd3f2de0a64_tn.webp,Villa Smoked Beef Block - Daging Sapi Asap - 214gr,45.000,-31%,4.7,KOTA JAKARTA TIMUR,"Villa Smoked Beef Block - Daging Sapi Asap - 214gr terbuat dari daging sapi olahan pilihan yang diolah secara higienis sesuai standar Internasional. Expiration Date: 6 bulan. Produk ini ready, silakan dipesan. Untuk produk daging kebab (kemungkinan kesalahan penyebutan, diasumsikan berlaku juga untuk smoked beef), disarankan menggunakan opsi pengiriman Sameday. Tahan pengiriman reguler hingga 3 hari, dan segera masukkan ke dalam freezer setelah diterima. Deskripsi Produk: Expiration Date: 6 bulan, Berat: 214 Gram, Isi: 5-7 pcs, Tebal: 2,5 mm, Panjang: 12,5 × 13,5 cm. Villa Smoked Beef mengandung gizi dan protein yang tinggi, dapat digunakan sebagai isi roti, campuran salad, topping ramen. Terbuat dari daging sapi pilihan yang diolah secara higienis sesuai standar keamanan pangan Internasional. Nikmati daging asap blok ini! Termasuk dalam kategori daging beku dan bahan makanan siap masak."
https://shopee.co.id/Kemfood-Bakso-Sapi-300gr-Gizi-Tinggi-Berkualitas-i.259753731.7633235388,https://down-id.img.susercontent.com/file/1bb051bc0314ba32c0a45484aec50e7b_tn.webp,Kemfood Bakso Sapi 300gr Gizi Tinggi Berkualitas,33.550,-25%,4.8,KOTA JAKARTA TIMUR,"Kemfood Bakso Sapi adalah daging olahan beku berupa bakso sapi dengan Expiration Date: 6 bulan. Berat: 300 Gram, Isi: 20 - 25 pcs, Diameter: 2,5 cm. Kemfood Bakso Sapi mengandung gizi dan protein yang tinggi, cocok untuk digoreng, dibakar, direbus, dll. Terbuat dari daging sapi pilihan yang diolah secara higienis sesuai dengan standar Internasional. Nikmati bakso sapi berkualitas ini! Termasuk dalam kategori daging beku dan bakso."
https://shopee.co.id/BANGO-KECAP-MANIS-700g-(Isi-12)-i.14318452.24553158071,https://down-id.img.susercontent.com/file/id-11134207-7rasf-m5nznim4255pde_tn.webp,BANGO KECAP MANIS 700g (Isi 12),355.100,,4.9,KOTA MAKASSAR,"Bango dibuat sepenuh hati dari perpaduan tepat bahan pilihan berkualitas dari alam: kedelai hitam Mallika, gula, garam, dan air. Ciptakan rasa yang benar-benar kecap manis. Karena rasa tak pernah bohong. Produk ini termasuk kategori bumbu dapur dan kecap."
https://shopee.co.id/Sedaap-Mie-Instan-Goreng-Kenyal-Isi-5-Bag-90-Gr-i.64474495.3112817651,https://down-id.img.susercontent.com/file/id-11134201-7rasd-m2rsznv1y6f3a2_tn.webp,Sedaap Mie Instan Goreng Kenyal Isi 5 Bag 90 Gr,14.800,-14%,4.9,KOTA SURABAYA,"Mie goreng instan dalam kemasan bag, dibungkus dalam 1 pack, isi 5. Cara penyajian tertera pada kemasan. Isi kemasan: 90 Gr. KEUNGGULAN: 1. Tekstur mi yang kenyal. 2. Dilengkapi dengan kriuk dari bawang goreng asli, pertama di Indonesia. 1  Nikmati mie instan goreng yang lezat dan kenyal ini! Termasuk dalam kategori makanan instan dan mie instan goreng"
https://shopee.co.id/Dari-Bumi-Daun-Kelor-Moringa-Bubuk-Premium-Pure-Organic-i.287955161.11901839575,https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m7n2d58ezuftc2_tn.webp,Dari Bumi Daun Kelor Moringa Bubuk Premium Pure Organic,48.900,-49%,4.8,KOTA JAKARTA BARAT,"Dari Bumi Daun Kelor Moringa Bubuk Premium Pure Organic hadir dalam beberapa varian: Moringa bubuk 400 gram + Extra 50 gram, Moringa bubuk 150 gram, Moricle 200 gram, dan paket bundling Moringa bubuk & Madu Murni. Produk ini memiliki P-IRT 6103603650653-28 dan Nomor Halal ID36110018296690324. Dibuat dari 100% daun kelor (Moringa oleifera) asli yang diolah menjadi bubuk tanpa campuran apapun. Daun Kelor dikenal sebagai salah satu tanaman paling bergizi (The Miracle Tree dan Tree of Life) dengan lebih dari 40 antioksidan dan 90 jenis nutrisi penting. Herbal bubuk ini bermanfaat untuk menurunkan kolesterol, membantu mengontrol gula darah, melawan berbagai jenis kanker, mengurangi peradangan, meningkatkan kekebalan tubuh, meningkatkan ASI, mengobati insomnia, dan mengatur fungsi tiroid. Nikmati manfaat superfood daun kelor organik ini! Termasuk dalam kategori herbal dan suplemen kesehatan."
https://shopee.co.id/Mc-Lewis-Chili-Sauce-Value-500g-Pedas-Gurih-i.176929340.4937027506,https://down-id.img.susercontent.com/file/id-11134207-7r98o-lva1suiq4k7n21_tn.webp,Mc Lewis Chili Sauce Value 500g Pedas Gurih,6.700,,4.9,KAB. SIDOARJO,"Mc Lewis Chili Value, meskipun harganya terjangkau, soal rasa tak perlu diragukan. Paduan pedas dan gurihnya pas banget. Keunggulan Produk Mc Lewis: Diproses dengan teknologi terkini, terbuat dari bahan pilihan, jaminan keamanan pangan FSSC 22000. Varian: Value Chili Sauce. Kemasan: Pouch 500gr. Nikmati saus sambal pedas dan gurih yang pas ini! Termasuk dalam kategori bumbu masakan dan saus pedas."
https://shopee.co.id/Marjan-Boudoin-Syrup-Melon-460ml-i.206123261.3215816341,https://down-id.img.susercontent.com/file/id-11134207-7r98x-lstmcosuxailff_tn.webp,Marjan Boudoin Syrup Melon 460ml,24.000,-1%,4.9,KOTA SURABAYA,"Marjan Sirup Melon 460 mL adalah minuman sirup rasa melon yang terbuat dari 100% gula murni, tanpa pengawet dan pemanis buatan. Marjan Sirup hadir dalam berbagai pilihan rasa, dan rasa yang terbaik ada di sini. BPOM 167210089027. Shelf Life: 36 Bulan. Segera nikmati kesegaran sirup rasa melon ini! Termasuk dalam kategori minuman dan sirup buah."
https://shopee.co.id/Top-Coffee-Kopi-Instan-Cappucino-Pack-25-gr-isi-6-3-pcs-i.64474495.2646302896,https://down-id.img.susercontent.com/file/98cb32565bff9bf6ad822db58e1c1cfa_tn.webp,Top Coffee Kopi Instan Cappucino Pack 25 gr isi 6 + 3 pcs,14.600,-28%,4.9,KOTA SURABAYA,"TOP Kopi Cappucino PACK (6+3 sachet @ 25GR) menghadirkan kenikmatan klasik cappuccino dari perpaduan biji kopi arabika dan robusta yang mewah. Dengan foam yang lebih tebal dan rasa creamy di setiap tegukan, ditambah taburan crunchy chocomalt yang menggoda. Cara penyajian: (Panas) Tuangkan 150ml air panas, aduk rata, taburkan chocomalt. (Dingin) Tuangkan 75ml air panas, aduk rata, tambahkan es batu 75gr, taburkan chocomalt. Nikmati kopi instan cappuccino yang lezat ini! Termasuk dalam kategori kopi instan dan minuman kopi."
https://shopee.co.id/Sovia-Minyak-Goreng-Sawit-Pilihan-2L-Berkualitas-i.65323877.2004425842,https://down-id.img.susercontent.com/file/id-11134201-7r98u-lzyh7iiasith20_tn.webp,Sovia Minyak Goreng Sawit Pilihan 2L Berkualitas,43.300,-13%,4.9,KOTA BEKASI,Sovia Minyak Goreng Sawit Pouch 2L adalah minyak goreng berkualitas yang diproses dari kelapa sawit pilihan. Gunakan minyak sayur ini untuk berbagai keperluan memasak Anda. Termasuk dalam kategori bahan masakan dan minyak goreng sawit.
https://shopee.co.id/Teh-Dandang-Biru-40gr-Teh-Tubruk-1-Slop-Isi-10-Box-40gr-i.102283501.1765427774,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m2x5qtdxx60z44_tn.webp,Teh Dandang Biru 40gr - Teh Tubruk - 1 Slop Isi 10 Box 40gr,35.500,,4.9,KOTA TANGERANG,"Teh Dandang Biru, berasal dari daun teh hijau pilihan yang diolah lebih lanjut melalui proses penggosongan dan pewangian. Warna seduhan yang merah dan aroma khas melati yang pas cocok dinikmati dalam segala suasana. Isi: 1 slop berisi 10 pcs dengan masing-masing berisi 40gr. BPOM: MD 368211011027. Teruji kualitasnya pada National Tea Competition 2022 dengan meraih Juara 1, 2, dan 3 pada kategori Teh Wangi dan Teh Hijau. Expired untuk 2 tahun. Teh Dandang Biru memiliki rasa sepat yang sedang, wangi sedang, dan warna seduhan merah. Nikmati minuman teh dengan aroma melati yang menenangkan ini! Termasuk dalam kategori teh dan teh hijau wangi."
https://shopee.co.id/Sedaap-Kecap-Manis-Pouch-1000-g-720-ml-i.64474495.9683005477,https://down-id.img.susercontent.com/file/id-11134201-7ras9-m2rszn9esgcx72_tn.webp,Sedaap Kecap Manis Pouch 1000 g/720 ml,26.200,-8%,4.9,KOTA SURABAYA,"Sedaap Kecap Manis Kedelai Hitam Spesial refill pouch 1000 g adalah bumbu dapur berupa kecap manis yang dibuat dari kedelai hitam berkualitas. Warnanya benar-benar hitam, teksturnya kental, sehingga meresap sempurna ke dalam masakan, memberikan warna karamelisasi yang menggugah selera. Gunakan kecap ini untuk berbagai masakan Anda. Termasuk dalam kategori saus dan kecap manis."
https://shopee.co.id/Sedaap-Mie-Instan-Goreng-Bag-90-gr-x40-i.64474495.3447491559,https://down-id.img.susercontent.com/file/id-11134201-7ras9-m2rszenrdkky5a_tn.webp,Sedaap Mie Instan Goreng Bag 90 gr x40,129.700,-5%,4.8,KOTA SURABAYA,"Mie instan dalam kemasan bag, ahlinya goreng di Indonesia. Dilengkapi dengan taburan bawang goreng pertama di Indonesia dari bawang asli, bikin makan makin seru. Cara penyajian: rebus mie hingga matang 1  (±3 menit), saring, campurkan dengan semua bumbu, kecap, dan sambal, lalu taburi dengan bawang goreng asli yang kriuk. Isi kemasan: 90 Gr. KEUNGGULAN: 1. Kriuk-kriuk dari bawang goreng asli. 2. Bumbu lebih komplit sehingga rasa lebih enak. 3. Tekstur mie yang lebih 2  kenyal. Nikmati mie goreng instan yang lezat dan praktis ini! Termasuk dalam kategori makanan instan dan mie instan goreng"
https://shopee.co.id/Mc-Lewis-Cheese-Sauce-250g-Bahan-Pilihan-Teknologi-Terkini-i.176929340.4062701627,https://down-id.img.susercontent.com/file/id-11134207-7r98u-lva21zx9rrs935_tn.webp,"Mc Lewis Cheese Sauce 250g - Bahan Pilihan, Teknologi Terkini",14.000,,4.9,KAB. SIDOARJO,"Pecinta keju mana suaranya? Sekarang cheese sauce Mc Lewis sudah ada nih! Pengen dicocol? Campuran baking? Apa aja bisa! Keunggulan Produk Mc Lewis: Diproses dengan teknologi terkini, terbuat dari bahan pilihan, jaminan keamanan pangan FSSC 22000. Varian: Cheese Sauce. Kemasan: Standing Pouch 250 g. Nikmati saus keju yang lezat ini untuk berbagai kreasi makanan Anda! Termasuk dalam kategori bumbu masakan dan saus keju."
https://shopee.co.id/Mc-Lewis-Tomato-Sauce-Value-1Kg-Rasa-Enak-i.176929340.5037027595,https://down-id.img.susercontent.com/file/id-11134207-7r98r-lva1p91labe4b8_tn.webp,Mc Lewis Tomato Sauce Value 1Kg Rasa Enak,12.000,,4.9,KAB. SIDOARJO,"Mc Lewis Tomato Sauce Value 1Kg, harganya terjangkau dan rasanya enak! Jangan ragu dengan kualitas rasa Tomat Value Mc Lewis, dijamin tidak akan menyesal. Keunggulan Produk Mc Lewis: Diproses dengan teknologi terkini, terbuat dari bahan pilihan, jaminan keamanan pangan FSSC 22000. Varian: Value Tomato Sauce. Kemasan: Pouch 1 Kg. Gunakan saus tomat lezat ini untuk berbagai masakan Anda! Termasuk dalam kategori bumbu masakan dan saus tomat."
https://shopee.co.id/Sedaap-Mie-Instan-Soto-Isi-5-Bag-75-gr-i.64474495.5300536528,https://down-id.img.susercontent.com/file/id-11134201-7rasj-m2rszn8uunsv54_tn.webp,Sedaap Mie Instan Soto Isi 5 Bag 75 gr,16.000,-30%,4.9,KOTA SURABAYA,"Mie instan kuah rasa Soto, isi 5 pcs dalam 1 pack kemasan bag. Cara penyajian: rebus mie sekitar 3 menit hingga matang, siapkan minyak, bumbu, dan cabe powder di mangkok terpisah, campurkan mie dan kuah bersama bumbu, beri taburan koya di atasnya. Mie Sedaap Soto Spesial siap dihidangkan. Isi kemasan: 75 Gr. KEUNGGULAN: 1. Tekstur mi yang kenyal. 2. Dilengkapi dengan taburan koya dan aroma jeruk nipis. Nikmati mie kuah instan rasa soto yang lezat dan praktis ini! Termasuk dalam kategori makanan instan dan mie instan kuah."
https://shopee.co.id/AJI-NO-MOTO%C2%AE-Penyedap-Rasa-MSG-Ajinomoto-250g-i.61668240.5479850581,https://down-id.img.susercontent.com/file/id-11134207-7rasd-m3kfdb3dxnyo10_tn.webp,AJI-NO-MOTO® Penyedap Rasa MSG Ajinomoto 250g,13.900,,4.9,KAB. SIDOARJO,"AJI-NO-MOTO adalah penyedap rasa yang dibuat melalui proses fermentasi dengan bahan baku utama tetes tebu pilihan. Berstandar internasional dan di bawah lisensi Ajinomoto Co., Inc., Jepang. Dengan AJI-NO-MOTO, kita dapat menjaga asupan garam dengan mengurangi konsumsi garam dan menambahkan penyedap rasa ini untuk rasa yang tetap lezat karena dapat mengurangi kadar natrium hingga 30%. Produk ini merupakan produk AJI-NO-MOTO dengan butiran halus. Ajinomoto Official Store menjamin kualitas seluruh produknya, termasuk dari brand Masako, SAJIKU, SAORI, Mayumi, AminoVITAL, dan NIKUPLUS. Ajinomoto Indonesia terus berinovasi memberikan kelezatan dan nutrisi. Produk ini termasuk dalam kategori bumbu dapur dan penyedap rasa."
https://shopee.co.id/GAGA-1000-Goreng-(1-dus-40-pcs-Harga-Grosir)-i.129714239.6535556924,https://down-id.img.susercontent.com/file/id-11134207-7r98y-ls9dgjan6ybq26_tn.webp,GAGA 1000 Goreng (1 dus = 40 pcs Harga Grosir),55.000,-38%,4.8,KAB. BOGOR,"Gaga Mie 1000 Goreng Spesial 50g - 40 Pcs dengan umur simpan 11 bulan. Produk Halal dan Bersertifikat MUI. Pengemasan aman, dengan opsi tambahan Bubblewrap atau Karton Tambahan untuk perlindungan ekstra selama pengiriman. Nikmati mie instan goreng yang lezat dan praktis ini! Termasuk dalam kategori makanan instan dan mie instan goreng."
https://shopee.co.id/Tepung-Terigu-Segitiga-Biru-1-Kg-i.267063888.12227421440,https://down-id.img.susercontent.com/file/sg-11134201-22120-kdbk1kwpztkved_tn.webp,Tepung Terigu Segitiga Biru 1 Kg,14.500,-3%,4.9,KOTA TANGERANG,Tepung Terigu Segitiga Biru 1 Kg adalah bahan kue berupa tepung terigu serbaguna yang banyak digunakan untuk mengolah berbagai aneka makanan. Tepung terigu ini berasal dari bulir gandum yang telah melalui proses penggilingan. Berat: 1 Kg. Cocok untuk berbagai keperluan membuat kue dan masakan. Termasuk dalam kategori tepung dan bahan pokok.
